2.528	3.865
11.899	16.586
13.702	12.463
30.173	19.667
28.37	23.79
44.072	22.035
34.701	9.314
32.898	13.437
16.427	6.233
18.23	2.11
12.73239545	28.32957987
16.55211408	10.50422624
31.83098862	31.19436885
30.23943919	31.83098862
8.912676813	27.37465021
20.05352283	31.19436885
27.05634033	30.55774907
28.32957987	13.05070533
20.05352283	28.01126998
2.864788976	24.19155135
25.78310078	14.64225476
18.78028328	21.32676237
1.591549431	3.819718634
8.276057041	25.46479089
2.864788976	18.4619734
25.78310078	26.41972055
8.276057041	11.77746579
17.82535363	1.909859317
9.867606472	13.05070533
13.68732511	8.594366927
13.05070533	25.78310078
12.41408556	18.4619734
12.73239545	5.729577951
21.32676237	8.912676813
28.64788976	10.82253613
3.501408748	26.73803044
19.09859317	0.318309886
6.366197724	8.276057041
25.78310078	10.82253613
23.23662169	7.957747155
14.32394488	18.78028328
29.60281942	13.68732511
9.549296586	25.46479089
7.639437268	2.228169203
12.73239545	19.73521294
14.96056465	4.774648293
17.50704374	7.639437268
15.27887454	8.594366927
5.411268065	19.09859317
21.96338215	0.318309886
16.55211408	24.19155135
16.2338042	11.4591559
18.14366351	2.228169203
22.91831181	26.41972055
8.276057041	2.546479089


2.528	3.865
11.899	16.586
13.702	12.463
30.173	19.667
28.37	23.79
44.072	22.035
34.701	9.314
32.898	13.437
16.427	6.233
18.23	2.11
12.73239545	28.32957987
16.55211408	10.50422624
31.83098862	31.19436885
30.23943919	31.83098862
8.912676813	27.37465021
20.05352283	31.19436885
27.05634033	30.55774907
28.32957987	13.05070533
20.05352283	28.01126998
2.864788976	24.19155135
25.78310078	14.64225476
18.78028328	21.32676237
1.591549431	3.819718634
8.276057041	25.46479089
2.864788976	18.4619734
25.78310078	26.41972055
8.276057041	11.77746579
17.82535363	1.909859317
9.867606472	13.05070533
13.68732511	8.594366927
13.05070533	25.78310078
12.41408556	18.4619734
12.73239545	5.729577951
21.32676237	8.912676813
28.64788976	10.82253613
3.501408748	26.73803044
19.09859317	0.318309886
6.366197724	8.276057041
25.78310078	10.82253613
23.23662169	7.957747155
14.32394488	18.78028328
29.60281942	13.68732511
9.549296586	25.46479089
7.639437268	2.228169203
12.73239545	19.73521294
14.96056465	4.774648293
17.50704374	7.639437268
15.27887454	8.594366927
5.411268065	19.09859317
21.96338215	0.318309886
16.55211408	24.19155135
16.2338042	11.4591559
18.14366351	2.228169203
22.91831181	26.41972055
8.276057041	2.546479089
