36.823	23.318
21.153	21.298
22.886	25.45
6.295	32.374
4.562	28.221
-5.023	40.782
10.647	42.802
8.914	36.85
25.505	31.726
27.238	35.879








	
	
	
	
	
	
3.819718634	10.50422624
5.729577951	22.60000192
27.37465021	11.4591559
7.321127382	16.87042397
23.23662169	28.01126998
5.729577951	9.230986699
2.228169203	28.64788976
4.13802852	9.867606472
1.591549431	12.09577567
13.68732511	22.60000192
27.05634033	30.87605896
28.01126998	25.78310078
20.6901426	7.957747155
15.27887454	17.82535363
27.37465021	20.6901426
0.318309886	25.78310078
5.092958179	9.230986699
	
	
65.9	29.378
73.8	43.061
69.3	43.061
69.3	61.039
73.8	61.039
65.9	74.722
58	61.039
62.5	61.039
62.5	43.061
58	43.061
